|0000001091|Active|iVEdCURyzyPDjUqzBtwMxoOWxfIruTPN|Motion Pictures|BBB|0|Curboy|9916 Coffey South||H2F 1U3|Aurora|NC|United States of America|wQomMp VeiYTdQVEmNYkfMvKmiuhU eAnHqiUZlR EPGJnYagzPVFPKHnEiVtGhpLMvmeeJpHWZGxXrPTParxP QHaPdTfAxvSHnCvAcDmKhphE|1918-09-28|1|0|1992-09-29 09:56:13|9999-12-31
|0000001086|Active|LMelOEvvKCcAWuCeiCmjMpnVrOOTKaNWcIbqVcLcZWoE|Office Equipment|B-|1|Willenborg|2284 Northshore Boulevard||M5B 1U6|Rapid City|CA|United States of America|tHbQRmPRwWIjHmSTpzJNJnKwymyOoYVOmYBIJIbRGSiPdRA zFeddYVszFMvImiYDcDpyBjToUlBYJraDjAmKPd|1891-10-21|1|0|1992-09-29 17:17:12|9999-12-31
|0000001093|Active|aPVPpvetCGnJjJSAKcbJinZuPyT|Metal Mining|D|1|Gravely|13829 Sandpoint Park||99624|Columbia|Manitoba||IsFpBWmWVoAPZSFbtqCThlyzvlTRHMMvMIObFimMVOexxekyAqRORQbwtOuY PpoEqoJVWfwtLxewAtLRkDGZ|1932-03-07|1|0|1992-09-29 21:29:09|9999-12-31
|0000001088|Active|TCQihDfpMDRMfgwDpwKkDy|Beverages (Non-Alcoholic)|B+|1|Martin|23058 Pelan Street|Apt. 776|T6D 1J6|Oshawa|Nova Scotia|United States of America|frVARNexFlHw|1897-01-01|1|0|1992-09-30 02:12:05|9999-12-31
|0000001095|Active|KFOthYHLlFUSItBDMAiZtxCClIhuwwTikdrC|Biotechnology & Drugs|CCC+|1|Keeley|6958 Hope Lane||94511|Lansing|OH|United States of America|GCkzXQnOzgmjIJvojoDRLHvSSahwNLUlSLI EfjFvXYMSUaQ|1970-10-06|1|0|1992-09-30 09:40:46|9999-12-31
|0000001090|Active|hCiBaEuAKcDBqLujAjX|Constr. - Supplies & Fixtures|BB+|1|Trosper|2916 Throckmorton South||99677|Boise|ID|Canada|ekoVcQMIREJXzCMVVjjpTmhMZGImhgzZPHyPa UmwtRzDYUAPEouMDvlXhOlzHZCRkZPPUikOISVeFNJUryOrtWPwLEBemJqVWUViPNs|1980-06-30|0|0|1992-09-30 17:48:52|1998-06-30 02:26:29
|0000001090|Active|hCiBaEuAKcDBqLujAjX|Photography|BB+|1|Trosper|2916 Throckmorton South||99677|Boise|ID|Canada|ekoVcQMIREJXzCMVVjjpTmhMZGImhgzZPHyPa UmwtRzDYUAPEouMDvlXhOlzHZCRkZPPUikOISVeFNJUryOrtWPwLEBemJqVWUViPNs|1985-10-14|1|0|1998-06-30 02:26:29|9999-12-31
|0000001097|Active|NjRFLxOfsxFJMNPmbGSmfAWFLdydVwyJRBGVYgDQkfDNn|Containers & Packaging|BB-|1|Winters|8157 Puckett Court||64145|Erie|SC|Canada|zCYzFAjSJysKoutRsLYetdMQLlJffXUXtNqysGZBiIKjWKTVGPPMDvLTtscPqedLxLTlIeQglyABg jiCGQYrBJBudVaQZIQSROnOeWBLOCHapHzYvLpcPYlyJNvisRFVXDgMEVNHgrKwngM|1909-01-30|1|0|1992-12-29 04:16:37|9999-12-31
|0000001104|Active|akCFiIGNqgYjsWuRALrTCnMXDJPwiamBy|Scientific & Technical Instr.|AA|0|Gunn|23209 Pearson Drive||H2E 1V5|Santa Rosa|ME|Canada|JeXEQrsIKrWVLUnIgjCVfOhypm TYeNwCxONETLZzc|1915-10-23|1|0|1992-12-29 10:39:31|9999-12-31
|0000001099|Active|BIMxhNBcJJMPzFfooAkRdpXfEYFYApXdKIqKNWQGZoBRFLDsjNNcG|Airline|BBB|0|Tavarez|18133 Landera North||60610|Erie|DE|United States of America|iEkatgPDquBrlOyb|1965-03-23|0|0|1992-12-29 22:59:15|2002-09-29 04:55:35
|0000001099|Active|BIMxhNBcJJMPzFfooAkRdpXfEYFYApXdKIqKNWQGZoBRFLDsjNNcG|Furniture & Fixtures|BBB|0|Tavarez|18133 Landera North||60610|Erie|DE|United States of America|iEkatgPDquBrlOyb|1973-02-18|0|0|2002-09-29 04:55:35|2015-12-31 04:31:18
|0000001099|Inactive|BIMxhNBcJJMPzFfooAkRdpXfEYFYApXdKIqKNWQGZoBRFLDsjNNcG|Furniture & Fixtures|BBB|0|Tavarez|18133 Landera North||60610|Erie|DE|United States of America|iEkatgPDquBrlOyb|1983-11-22|1|0|2015-12-31 04:31:18|9999-12-31
|0000001101|Active|RRbBkiUeJpIDdPdWtVGcFMYdSRDbHRsKcFspchGdjfpfFO|Retail (Grocery)|BBB|0|Smetana|17215 Alexander Avenue||40504|Windsor|DE|United States of America|IglsFzTfgQvxMjHOXGIRrtuahOXUucA QpbiECnRVlXgmWhyXgCGVnXMbUENZCBzZdJnSPGengaOblpmQh LlSGOKRMhLTAOgHNbSRxQDJXpkXrSeaQWXQhLVHS||1|0|1992-12-30 04:32:19|9999-12-31
|0000001096|Active|IFZWIDuAJcsRbzcbSvBHbRpKahgamTGqYGoxjPF|Containers & Packaging|AA|0|Haag|16768 Regency North||V6N 1Q7|Beaumont|AL|United States of America|JTdMkpyIUqG|1970-06-08|1|0|1992-12-30 10:03:44|9999-12-31
|0000001103|Active|iwfPpQVHtKmXsIIOtLOCCmXODER|Motion Pictures|A|0|Zee|21064 Nolan West|Suite 405|60816|Orlando|MS|United States of America|EzFNUUBDOjYxRgbsCjSafesDsMreEsGZbHqVGNlxKIqHBmJSOtTWgJBRwsLsKnEblokEI|1894-05-23|1|0|1992-12-30 16:41:30|9999-12-31
|0000001098|Active|rJKJJlFvGtzyOZAczQ|Air Courier|AAA|0|Restuccia|6259 Parkwood Crescent||77052|Independence|LA|United States of America|OvQimlhYFEeEosebbEtwbgdb kUXZNyboLkKxCzAOPJLjYuRmaHSEfYPlIJMFHUsURJNLgpnpWUqsUCJSNjJcGuNBgVDiXH|1969-10-18|0|0|1992-12-30 19:48:32|2004-12-30 06:06:29
|0000001098|Inactive|rJKJJlFvGtzyOZAczQ|Air Courier|AAA|0|Restuccia|6259 Parkwood Crescent||77052|Independence|LA|United States of America|OvQimlhYFEeEosebbEtwbgdb kUXZNyboLkKxCzAOPJLjYuRmaHSEfYPlIJMFHUsURJNLgpnpWUqsUCJSNjJcGuNBgVDiXH|1979-12-02|1|0|2004-12-30 06:06:29|9999-12-31
|0000001105|Active|DtGpzMorzhJUQVToRNwfpV|Insurance (Life)|B+|1|Seastrand|23953 Chelsea Way||V6U 1S7|Springfield|MS|United States of America|EYlCWUFmUTzThIOsReCWgKLGHPXsLdAaiZDNYWLjVOAUMofMgDWEvLXAijhUMtOV bJfcQScvduSudvAQhTbGqzCSQUSRTephpRHhwWRUmHoLcMGCQWlx evtpZDXIzcVEaAaRpnmm|1892-01-09|1|0|1992-12-31 07:21:51|9999-12-31
|0000001100|Active|nCwMTfzFEYwBMdvkJCCelvgTCJEJfbZYGNUGQNBLBjcRHBzKRIqocRv|Scientific & Technical Instr.|C|1|Filippini|13555 Almont Way||V6N 1U3|Worcester|Manitoba|United States of America|WePzxIqaYAAlDBSHCOdBGORITuSOOIwTkKHFGXj OHQbJcPBjJqi QfLQaSBvzVOVq|1935-09-08|1|0|1992-12-31 13:39:53|9999-12-31
|0000001102|Active|QgPCJBwoJJnyCYQGviaBGyGDfOBgFDdMWSCtuEWQrAO|Auto & Truck Parts|B|1|Schriefer|6481 Adams Avenue||64132|Pueblo|OK|Canada|xFLVVgpUmpyoxeCprLjQrLkAFEdEBZtYDiieOldVtcLJJhQScjuMLgClGyelgYNhDVERrsIeEKsCnwVTAZKRTgnqSNGTlQzipioEmIKJtqzKNSrdnKtBndHZwsw|1975-10-29|1|0|1992-12-31 23:59:58|9999-12-31
|0000001110|Active|hXkXSytZdDqcAqNEuHXNqIwI|Tires|AA-|0|Doshier|4834 Memorial Street||94270|Jersey City|Nova Scotia|United States of America|LSfQFnkhMQvCFSmtkMAFZQNvWOAFmoaoVVHpOXmibYn|1990-01-19|0|0|1993-03-29 05:06:28|2005-12-31 07:13:59
|0000001110|Active|hXkXSytZdDqcAqNEuHXNqIwI|Auto & Truck Parts|AA-|0|Doshier|4834 Memorial Street||94270|Jersey City|Nova Scotia|United States of America|LSfQFnkhMQvCFSmtkMAFZQNvWOAFmoaoVVHpOXmibYn|2002-08-13|1|0|2005-12-31 07:13:59|9999-12-31
|0000001115|Active|KoVLzcwoXEaNnoOl|Retail (Catalog & Mail Order)|CC|1|Shimsky|16221 Cannon Crescent||H7E 1S7|Jackson|AK|United States of America|DjwBYrrQhBODkgJFneTZYFGPJBF|1975-01-31|1|0|1993-03-29 07:20:18|9999-12-31
|0000001108|Active|XcSPinWSDlLzFPTYMQuryyYIqWLsNSHTJAPeqSUVTqSJ|Major Drugs|AA|0|Thomas|18978 Bellevue Park||80038|Jacksonville|UT|United States of America|EqzLXDIfjkzFPaNMRpzLeMTmGHMRuVULknbPgOOPwvbqYMDNKI|1891-07-16|1|0|1993-03-29 09:59:43|9999-12-31
|0000001113|Active|ULtsEcAbJbNUCOsDaTTOcIJo|Biotechnology & Drugs|BB-|1|Schweda|1080 Lavender Lane||M2R 1D1|Providence|MD|United States of America|gEYsHTRvgQdXzocTlLNIlSYIoIEFJHoZdvthbKwtHERfCVHFyVcGoPwkGKGaiAhqKJSWLTmYgvBlbGSHbTMLFBvOoeTwDFnHIfGGUpLQymCqLsMjFoQ|1870-12-05|1|0|1993-03-29 13:00:03|9999-12-31
|0000001106|Active|LjPGWVHMoBRLLTL|Constr. - Supplies & Fixtures|A-|0|Lestronge|21177 Norfolk Way||94169|Erie|MD||uswYSJfMPNqDZpgljNLFCFFKBtXJzkHaJ ULdetKGZPojVAdHFQcApRQCBXDDQdZyJMDvOJBafkEhJEbULQEISLHSzjYOgAPCjYBvShRDvrkVNhbEMyJGfPIKQqBlORZJsYhHpOXXDCACSMEn|1850-12-18|0|0|1993-03-29 19:19:07|1993-06-30 02:29:22
|0000001106|Active|LjPGWVHMoBRLLTL|Printing & Publishing|A-|0|Lestronge|21177 Norfolk Way||94169|Erie|MD||uswYSJfMPNqDZpgljNLFCFFKBtXJzkHaJ ULdetKGZPojVAdHFQcApRQCBXDDQdZyJMDvOJBafkEhJEbULQEISLHSzjYOgAPCjYBvShRDvrkVNhbEMyJGfPIKQqBlORZJsYhHpOXXDCACSMEn|1850-12-18|1|0|1993-06-30 02:29:22|9999-12-31
|0000001111|Active|cvREHnHLbPwdqRmBZpCADFCxVvDMqKJJZGKLTAUVJKWlCYPKYw|Rental & Leasing|U|1|Toten|6066 Fillmore Lower||V6K 1P3|Sherbrooke|HI|United States of America|zDrIsmhPqTkkVGIGDFLFZHTCKGxOHJwSBfLAdFpVBVYZQMVUzJWSkBWSJENOiWDqQWgJseBYlnibJdFXGiqVWQiK PQIjaEv JDQwYNkHbBtCBWtQeEYmNrtKTKIruAScbVEI|1862-01-04|1|0|1993-03-30 02:51:39|9999-12-31
|0000001109|Active|RRCtyCaWNdPUjUXQvcCibjgNEoKPtGWUZSKjHDNiLsTjIpIxbon|Airline|CCC+|1|Labree|23402 Miller Court||48230|Oceanside|AZ|Canada|CTLWyvAHIGUcHfWjxCnlKCDaaHwuITJPWUVAqhSeATEJDgCT|1923-05-12|1|0|1993-03-30 15:13:44|9999-12-31
|0000001114|Active|NZhHRVKoqXWAVSxRToMTPWQgoWCtiUdOLJVOjICiTmdevdnShVB|Tobacco|d|1|Nelson|5975 Winston Park||90138|West Valley|Saskatchewan|United States of America|KsKBQSdaUksc|1991-02-09|1|0|1993-03-30 21:20:53|9999-12-31
|0000001107|Active|JTogGUQmabLOMtphPQuzRgXog|Trucking|BBB-|0|Odums|23890 Bay Street||70122|Fort Smith|WV||a zkDKgOmLUNCpECbQOW PAdhMTkelRpiKpLMbqqfEWLSNQntiVURZdQXJDhvxYIUvmPJkiWP kTJwI bYQhgRYDSKESjkALyrVDhEDGHBiRhFfPRKqHZoBFxDROHvUPsP|1897-03-16|1|0|1993-03-31 02:58:33|9999-12-31
|0000001112|Active|LsjpsTaTNUaQeugfwWHUXhsUsCE|Chemical Manufacturing|WcU|1|Hackwell|3113 Cedar Springs Street||93695|Laredo|ND||ljKoZAtTdArKkwFGwRLIUUVNaHLwvS|1906-03-26|1|0|1993-03-31 14:09:18|9999-12-31
|0000001125|Active|VCAKVgkdEyZYEouEDmW|Crops|CCC-|1|Topete|19452 Bryant Irvin West||78230|Charleston|CA|United States of America|dOmNAACDwwApEhXWfIYmoIVmalceLGVePFXbRRDTOCmfCTJrEQJJtbaudeqKBAMAEThYtBxTzjQJJbCEBTCWKOlFyVjQnHUxEZYrPExVHYayIQWaVecNFiXzV AOhoIQjszTuBGlKwuDL||1|0|1993-06-28 07:58:03|9999-12-31
|0000001120|Active|tQtLCzGMzKDFOvkvYRDWhkb|Jewelry & Silverware|A-|0|Harper|15121 Reagan Court|Apt. 364|10277|Edmonton|MN|United States of America|SqBDLBgIBJDGDa|1931-11-06|0|0|1993-06-28 16:52:45|1999-03-30 04:17:48
|0000001120|Inactive|tQtLCzGMzKDFOvkvYRDWhkb|Jewelry & Silverware|A-|0|Harper|15121 Reagan Court|Apt. 364|10277|Edmonton|MN|United States of America|SqBDLBgIBJDGDa|1935-02-25|1|0|1999-03-30 04:17:48|9999-12-31
|0000001122|Active|TkBISLrCUxNBoJHQhFEAYlBkKQTyhCOvP|Airline|AA|0|Greenstreet|18688 Eaton Drive||60708|Indianapolis|KY|United States of America|OSaWIenKEbSlsBOKkzcCTTQOjzGSIoNIphtQFnL|1966-02-14|1|0|1993-06-28 18:21:41|9999-12-31
|0000001117|Active|BeXfKzpKYJAkaepjGbrqTcswmMBF|Insurance (Life)|B+|1|Lubell|19588 Keswick Drive||74104|Grand Rapids|GA|United States of America|TSIreTwifIhqEeXfScakSKOwGEekJinSnknSHRsZsETuVuJXQZnVcmTruSFOSKBoTfWKGNvqcONETdxQhjbSliTvfEmdSOceSkhfAgwtludFGULQiYXevbWdbVbOVNQOFJxJDfuNMbEMYoxLreW|1990-05-21|1|0|1993-06-29 06:34:55|9999-12-31
|0000001124|Active|AeIJQgjvfWGVPUsRvBmHXAvTtHcFoIXeYKUwQFLtjGIzLQAKRMQiAphp|Construction Services|BBB-|0|Leija|11164 Ginger Lane||98136|Dayton|British Columbia|United States of America|ohJxyI UNHEMEqxcevAFLkowgvbaXbzBEqPiHackusdHQYYhJMyxZBulQqAvJLcNgVhbKSDLzdxxuwSDqgwqdLUuTIKftSKfSkGVSoQNqG|1913-08-07|1|0|1993-06-29 18:59:13|9999-12-31
|0000001119|Active|GgWLAYXrqdiiAEttIVIyLjbvtSaTrJIiVeNEcfTWHWttfpgvYxVJAqqvKLt|Auto & Truck Parts|D|1|Walker|1722 Mosshead Drive||60620|Huntington Beach|NM|United States of America|MiMePS qIvWuuoamiKrZN bMRLFrRgzAVEsudOOSNlaqMLISOXestPDxNrUWTqEEJMxqTKBWXjTISaOYMoDHPLDzUGprzLdNjVbTfApAdWXWAmvoEpPxFoqpkGNenDxJDctJFcbOUQiXYxRZgVT|1992-04-24|1|0|1993-06-29 22:32:52|9999-12-31
|0000001121|Active|cicIhzUTUNMDNWNWurpNviSFvGdq|Furniture & Fixtures|AA|0|Rhoda|23572 Sycamore Crescent||V6O 1U7|Kitchener|MA|United States of America|DWGkzImlETEIHmqg|1915-03-07|1|0|1993-06-30 13:58:57|9999-12-31
|0000001116|Active|hWEBUDJJunCDFAiGHPRVjxIFHhxcPVhIPES|Broadcasting & Cable TV|B+|1|Pile|14359 Commerce West||M5B 1Y3|Fort Worth|NE|United States of America|DDFdmpGCKzzvBEvfzrBSBvgeZAnCbAURHEBAxWUAdNxrdCbVR|1971-04-22|1|0|1993-06-30 15:15:30|9999-12-31
|0000001123|Active|EPjEMvOBeUWXAgrnyHmnpsZOPrh|Railroads|HFyL|1|Harris|24246 Carlisle Drive||29401|Jacksonville|WY|United States of America|EiJTOfHRZGQHZAOtZnnCZ xKnDCeTtINaOWrnjwdwEBOKHEtMvFwBTJRCCZeztButeJGooTMByfubNDOOKegD|1956-06-22|1|0|1993-06-30 20:45:01|9999-12-31
|0000001118|Active|hTDxPNoMfMJdmFKMYJRtQFODKfRIAgQPKjIIhEEkDdOWjzl|Money Center Banks|C|1|Benard|3202 Glass Lower||36614|Fayetteville|Newfoundland|United States of America|ZTCsPRrvsgMfLqcaPQZFzvOtPNEVsUmZZTBQRxyQIfZUJvS WCMjEezDAMfcbjhVGgKAXWPJpSywIjCjArCIVgBNnWkJjqmPAjApGOzD nRttuPHKuzdQDMPtzaJDTJxn|1971-03-19|0|0|1993-06-30 23:59:58|2006-09-29 16:54:37
|0000001118|Active|hTDxPNoMfMJdmFKMYJRtQFODKfRIAgQPKjIIhEEkDdOWjzl|Constr. - Supplies & Fixtures|C|1|Benard|3202 Glass Lower||36614|Fayetteville|Newfoundland|United States of America|ZTCsPRrvsgMfLqcaPQZFzvOtPNEVsUmZZTBQRxyQIfZUJvS WCMjEezDAMfcbjhVGgKAXWPJpSywIjCjArCIVgBNnWkJjqmPAjApGOzD nRttuPHKuzdQDMPtzaJDTJxn|1982-06-25|1|0|2006-09-29 16:54:37|9999-12-31
|0000001129|Active|vKRIOwoPidViBYvbiQUSFpLMFJvRFhPmexykjrIiOZkJzNM|Oil Well Services & Equipment|AA|0|Clower|8726 Shiner Lane||23453|Toronto|Prince Edward Island|United States of America|HZNHkSVvEbogSnFtNSWsdLxPNgFVGDuHcoqOxWHoNCDPZAOlMKPmOIDLGFphmXwHCJAOkTHiBOgX An|1962-10-02|0|0|1993-09-28 05:34:31|2007-06-30 23:59:58
|0000001129|Active|vKRIOwoPidViBYvbiQUSFpLMFJvRFhPmexykjrIiOZkJzNM|Real Estate Operations|AA|0|Clower|8726 Shiner Lane||23453|Toronto|Prince Edward Island|United States of America|HZNHkSVvEbogSnFtNSWsdLxPNgFVGDuHcoqOxWHoNCDPZAOlMKPmOIDLGFphmXwHCJAOkTHiBOgX An|1973-08-13|1|0|2007-06-30 23:59:58|9999-12-31
|0000001134|Active|XNyeOqUKcIuJftQZWnRLxbDSWDMBLRlCNfIgKGLVqMrqROYViWHRceIwgayt|S&Ls/Savings Banks|A|0|Kander|9331 Lowden Boulevard||M5G 1V3|Manchester|AZ|United States of America|PAPqhtdCVDTJzeIfFoMtoTpqNrV|1941-04-16|1|0|1993-09-28 13:44:41|9999-12-31
|0000001127|Active|GAbQbIKGAzFdDKVIUXMyZJvyfUtwBnrxKTwnMbTDGbLEXfuHsMvZ|Beverages (Alcoholic)|BBB|0|Chavez|8898 Rincon Boulevard||60694|Fort Wayne|DC|United States of America|XTbGiJcBMjWSdOwCtoWhFKEYBbGgidKiKAVxATEGvU|1879-05-23|1|0|1993-09-28 22:28:09|9999-12-31
|0000001132|Active|GVSrPuzXXFVbOdTkQBRBDhmKQQSkfemBqyNKdBFzfeafbHtCRxlWrQfrAE|Scientific & Technical Instr.|C|1|Kardas|11650 Brielle Boulevard||94125|Spokane|SD|United States of America|CQFwGgNruEVvMNAtsvJihR ZzdJ QvBEV R SrnGAWCDgdJCCtLMLQ NPKjSrjgdFmoZJHdXuhzONGMZlrOCEnOPseLIrcZkRRhmy lCMMgSsOIOHXssxmLuI|1872-04-19|0|0|1993-09-29 13:56:34|2003-06-30 12:48:34
|0000001132|Inactive|GVSrPuzXXFVbOdTkQBRBDhmKQQSkfemBqyNKdBFzfeafbHtCRxlWrQfrAE|Scientific & Technical Instr.|C|1|Kardas|11650 Brielle Boulevard||94125|Spokane|SD|United States of America|CQFwGgNruEVvMNAtsvJihR ZzdJ QvBEV R SrnGAWCDgdJCCtLMLQ NPKjSrjgdFmoZJHdXuhzONGMZlrOCEnOPseLIrcZkRRhmy lCMMgSsOIOHXssxmLuI|1873-10-27|1|0|2003-06-30 12:48:34|9999-12-31
|0000001130|Active|eeyKJQNhPmcHuVvzwUriObhCFPsdeyeieMAttVFzTzUbUUDZTJFS|Metal Mining|A-|0|Deller|18830 Smithdale Street||93877|Philadelphia|GA|United States of America|BBwQxygLeMlhAdjgIoeHmxPCLAKTkxQDwenk IPuaKSbNlyCppXiOOBDAeDhokqTuZQY|1954-04-08|1|0|1993-09-29 23:57:16|9999-12-31
|0000001135|Active|WkygpNhdDMeCQMRCbABDrILkdsFwyHMryhBgElAiDjutOHXNQuXWhslAgpzH|Trucking|C|1|Ekdahl|17509 Reina East||91346|Hayward|Nova Scotia|Canada|NRkMpvWKqaaErDuLTVS ANcwsRGFpITmNIUQysANbVxWzSzdDR jeTXEwKRVmfFLLbUCcDRSGsTkTlwrOeQULEYlT|1853-12-31|1|0|1993-09-30 07:01:55|9999-12-31
|0000001128|Active|WEaeJicWjyCzBesmTVBUMNEkJJdXx|Air Courier|B-|1|Setera|9236 Creek Lower||M9D 1U5|Springfield|IL|Canada|cBFTKDXFzLn|1885-11-19|0|0|1993-09-30 11:38:54|1997-12-31 04:16:45
|0000001128|Active|WEaeJicWjyCzBesmTVBUMNEkJJdXx|S&Ls/Savings Banks|B-|1|Setera|9236 Creek Lower||M9D 1U5|Springfield|IL|Canada|cBFTKDXFzLn|1886-12-15|1|0|1997-12-31 04:16:45|9999-12-31
|0000001133|Active|dJPzVzYMMsxZCiyZoWHYzvXhX|Jewelry & Silverware|D|1|Peach|10463 Winsome Boulevard||T5A 1Q1|Lincoln|Newfoundland|United States of America|cujQNrYmDePHjNMElvDYhgewKNkMwTfGkFMAviSscL eWIePnITUrYcKoBySJauCbQEQE byjP|1872-09-11|1|0|1993-09-30 13:40:28|9999-12-31
|0000001126|Active|QKHkCLEazEYwRBDPboCCyGYTUKwRNUZTlLNCpoRtmDCJIaG|Conglomerates|CC|1|Ragle|17440 Pinesap Rue||90767|Shreveport|IN|United States of America|m vnBXCJChpazJCdWLUGBMGZN wywuDxiDDXPQmHSciVZpWKYAeAUDizTEdzhwHDFFSFgylExioEATWZFcSYqlUFQFlqRAJsytmMAEJB|1872-08-07|1|0|1993-09-30 20:15:58|9999-12-31
|0000001131|Active|EXIeEyGNpDBsLhADyficNdMDAnRACaKUwyFfMd|Scientific & Technical Instr.|BBB-|0|Leach|24400 Sycamore School Boulevard||28202|St. Louis|DE|United States of America|BIhCFLApmuwViXDBCjTpWsa jfkKOAFUBJQLgfPEMPLRGUIdcjPbGTRDnaVeSGBAnDQimOOievoOkWpbEDvFKluKGwbgptvJESbwWJ|1856-09-19|1|0|1993-09-30 22:59:38|9999-12-31
|0000001138|Active|dIlqObzDUGOOTNHGTWIKfIZBK|Beverages (Alcoholic)|A+|0|Hustead|784 Olympia Lane||75050|Providence|Alberta|United States of America|QkoDmoLyofmRrOEQxKuMgNHRVNJKTZY AOQULyhePMgwvOxvVOzAVNCbN VuxwMuyGOitCBmBPNAMfbHXPmQSRosiJPIKTURGERsUBfZTMYiQxtRQTAADfxUg|1944-07-23|0|0|1993-12-28 22:08:49|2010-12-30 18:40:21
|0000001138|Active|dIlqObzDUGOOTNHGTWIKfIZBK|Construction Services|A+|0|Hustead|784 Olympia Lane||75050|Providence|Alberta|United States of America|QkoDmoLyofmRrOEQxKuMgNHRVNJKTZY AOQULyhePMgwvOxvVOzAVNCbN VuxwMuyGOitCBmBPNAMfbHXPmQSRosiJPIKTURGERsUBfZTMYiQxtRQTAADfxUg|1955-10-21|1|0|2010-12-30 18:40:21|9999-12-31
|0000001145|Active|cdIKNyECefGhfPXZNDEILxXKKssLVhjuPFGmXgMOErSrOvQHfrKv|Recreational Products|A+|0|Funck|14987 Oak Grove West||H7H 1T7|Erie|New Brunswick|United States of America|jOJwseNOSWaZjOIEAIUmDJ cEUTTrFbAOSlaiRDLAiCUZKShIAEBvEFHJCHSafufiOTIOQNlLCaSnPUmVMULkpPlytLKeGOLaJaEZjUXvQOlFRdqdEZeDSaVOWqQjdtc|1946-11-19|1|0|1993-12-29 01:46:26|9999-12-31
|0000001140|Active|kOPaUeBtoEESpmHzVXALEMBYNwKucPLtQPo|Scientific & Technical Instr.|AA-|0|Plain|22505 Wesleyan West||90034|Norfolk|GA|United States of America|sUJGfUwtLDiFbXnZvVaAYMVQANVFJCVFVLAIhSiIDepaPvOYZtzeVeRRyNRtUhhpHZQjlQyBFTcxOurLoQlkfKejYTMUJeEeRwrZRGjJFnENZHADUtrHCZvZeGPkJionMmPaTNXdKx|1940-07-17|1|0|1993-12-29 04:36:41|9999-12-31
|0000001142|Active|RQmFfTJZJWAPiCVOgBSSGskmivvHFXTmDXehELsTR|Retail (Catalog & Mail Order)|CC|1|Pothier|16701 Pearl Drive||H5J 1Q4|Cedar Rapids|ID|United States of America|cKXBUFKUUSfEkKi|1955-06-21|1|0|1993-12-29 05:43:00|9999-12-31
|0000001137|Active|SqDNFkixEKIuQOXKHKQSFvJRHRQzbFOdJnwfJnXvYvETqMHLEEtMgezJ|Motion Pictures|A|0|Tinkler|19435 Montfort Road|Apt. 192|60633|Fort Smith|Prince Edward Island|United States of America|fKMhjAAEtwmDVJOFBRDzTUSOTRrjbrofGIJXgGNeBUmrQVCnINBqwGBaZMznSaKdtoKMiRNsdPSEVBjnUcwfkxpFGHdPUG dNF|1981-07-15|1|0|1993-12-30 00:05:04|9999-12-31
|0000001144|Active|jtOubCXMIEcVXmalFvPDDfDVWoYWEUkBnfM|Jewelry & Silverware|BBB+|0|Wohlford|14518 Westheimer Avenue||V5D 1N1|Tulsa|OH|United States of America|kKgURKPURZrFaIBxKPvwVttBJFIadHuzqPkFSEzssBSAWLZfHsHBANGvqlkFJhZLDJ iuPTaDMvaVoDpeJtUfJOCqSYMhLTcWExQZOyQX ceKepgXERoQHHKMBgSjVoIus|1946-12-17|0|0|1993-12-30 08:11:59|1998-09-29 02:14:55
|0000001144|Inactive|jtOubCXMIEcVXmalFvPDDfDVWoYWEUkBnfM|Jewelry & Silverware|BBB+|0|Wohlford|14518 Westheimer Avenue||V5D 1N1|Tulsa|OH|United States of America|kKgURKPURZrFaIBxKPvwVttBJFIadHuzqPkFSEzssBSAWLZfHsHBANGvqlkFJhZLDJ iuPTaDMvaVoDpeJtUfJOCqSYMhLTcWExQZOyQX ceKepgXERoQHHKMBgSjVoIus|1950-03-06|1|0|1998-09-29 02:14:55|9999-12-31
|0000001139|Active|vnVuLUHSITGeZPxPVIlSsJnTTsmLABXmkvOxbrFAvffdEPRhrDBWiFYOT|Natural Gas Utilities|AA|0|Betti|7629 Windchime East||72918|West Covina|IN|United States of America|QNMsNCUujNHBGHCsnVfVMLzwiSHmdqEj JVPrArfElfoVpOonqGkrLaDRPrrdD PdJPHntSlTBWriqqfFDQxsCmKlypmVFQJBSuDTHqcKct|1955-03-31|1|0|1993-12-30 11:14:10|9999-12-31
|0000001141|Active|DoQIWQmOlJdNzdgvVfdGPgoRwvdTOHekXDKfDrZsGoiuQYJXKlgGTN|Biotechnology & Drugs|A+|0|Scheppe|3262 Katherine North||V6X 1U7|Santa Rosa|Manitoba|United States of America|XUjTGOLEHwMrMSeFtVZVKBFCiVgRvaHsixKjTsPMGQbTfCmzHX nLCDCQYPqFe JVMnTbbdQ|1892-12-25|1|0|1993-12-31 04:17:56|9999-12-31
|0000001136|Active|UKbFGqyTJQqdUPYLCyztQLijLTPCrOK|Office Supplies|BB+|1|Dona|11656 Denton Boulevard||94429|Escondido|IA|United States of America|pUYIyCxBuRdgpmqDuHGRmAdwnGIFGuJItIlVbhgLCjTRcZSGHKGLDV|1968-05-10|1|0|1993-12-31 04:35:09|9999-12-31
